('QFilter, GVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
(88, '16QBT_large_gate_opt1_5_1.5_no.5.qasm', 16, 67, 169, 102, 6.1, 2.5224)
(89, '16QBT_large_gate_opt2_4_1.5_no.7.qasm', 16, 30, 90, 60, 0.64, 3.0)
(90, '16QBT_large_gate_opt1_5_1.5_no.8.qasm', 16, 58, 154, 96, 3.92, 2.6552)
(91, '16QBT_small_gate_opt2_10_1.5_no.6.qasm', 16, 30, 66, 36, 1.17, 2.2)
(92, '16QBT_small_gate_opt1_10_1.5_no.2.qasm', 16, 64, 130, 66, 7.78, 2.0312)
(93, '16QBT_small_gate_opt2_0_1.5_no.6.qasm', 8, 5, 14, 9, 0.06, 2.8)
(94, '16QBT_large_gate_opt2_4_1.5_no.1.qasm', 16, 31, 67, 36, 2.91, 2.1613)
(95, '16QBT_large_gate_opt1_15_1.5_no.5.qasm', 16, 159, 390, 231, 14.11, 2.4528)
(96, '16QBT_small_gate_opt2_1_1.5_no.6.qasm', 7, 11, 29, 18, 0.42, 2.6364)
(97, '16QBT_large_gate_opt2_25_1.5_no.4.qasm', 16, 148, 382, 234, 34.58, 2.5811)
(98, '16QBT_large_gate_opt1_1_1.5_no.5.qasm', 15, 20, 59, 39, 9.22, 2.95)
(99, '16QBT_large_gate_opt2_2_1.5_no.2.qasm', 13, 20, 53, 33, 2.32, 2.65)
(100, '16QBT_small_gate_opt2_20_1.5_no.7.qasm', 16, 66, 150, 84, 6.52, 2.2727)
(101, '16QBT_large_gate_opt2_0_1.5_no.3.qasm', 11, 10, 28, 18, 0.85, 2.8)
(102, '16QBT_small_gate_opt2_2_1.5_no.8.qasm', 9, 12, 42, 30, 0.7, 3.5)
(103, '16QBT_large_gate_opt1_25_1.5_no.2.qasm', 16, 269, 500, 231, 13.44, 1.8587)
(104, '16QBT_large_gate_opt2_2_1.5_no.5.qasm', 14, 18, 57, 39, 0.85, 3.1667)
(105, '16QBT_small_gate_opt1_5_1.5_no.5.qasm', 16, 33, 78, 45, 2.0, 2.3636)
(106, '16QBT_large_gate_opt1_4_1.5_no.5.qasm', 16, 51, 114, 63, 5.01, 2.2353)
(107, '16QBT_small_gate_opt1_3_1.5_no.8.qasm', 15, 23, 53, 30, 2.01, 2.3043)
(108, '16QBT_small_gate_opt2_10_1.5_no.3.qasm', 16, 34, 94, 60, 1.77, 2.7647)
(109, '16QBT_large_gate_opt1_1_1.5_no.7.qasm', 14, 21, 36, 15, 6.82, 1.7143)
(110, '16QBT_large_gate_opt2_20_1.5_no.7.qasm', 16, 104, 278, 174, 18.96, 2.6731)
(111, '16QBT_small_gate_opt2_3_1.5_no.7.qasm', 13, 14, 41, 27, 1.2, 2.9286)
(112, '16QBT_large_gate_opt1_1_1.5_no.1.qasm', 12, 20, 59, 39, 0.6, 2.95)
(113, '16QBT_small_gate_opt2_3_1.5_no.5.qasm', 13, 18, 63, 45, 0.53, 3.5)
(114, '16QBT_small_gate_opt1_10_1.5_no.8.qasm', 16, 57, 123, 66, 3.81, 2.1579)
(115, '16QBT_small_gate_opt2_25_1.5_no.8.qasm', 16, 85, 181, 96, 6.26, 2.1294)
(116, '16QBT_small_gate_opt2_0_1.5_no.8.qasm', 8, 5, 11, 6, 0.04, 2.2)
(117, '16QBT_small_gate_opt2_2_1.5_no.1.qasm', 11, 11, 35, 24, 0.59, 3.1818)
(118, '16QBT_small_gate_opt2_4_1.5_no.6.qasm', 13, 16, 46, 30, 1.34, 2.875)
(119, '16QBT_large_gate_opt1_3_1.5_no.9.qasm', 16, 45, 111, 66, 3.8, 2.4667)
(120, '16QBT_small_gate_opt1_15_1.5_no.2.qasm', 16, 87, 210, 123, 13.21, 2.4138)
(121, '16QBT_large_gate_opt1_5_1.5_no.4.qasm', 16, 62, 149, 87, 12.45, 2.4032)
(122, '16QBT_small_gate_opt1_25_1.5_no.7.qasm', 16, 155, 359, 204, 22.93, 2.3161)
(123, '16QBT_small_gate_opt1_3_1.5_no.9.qasm', 15, 20, 53, 33, 4.9, 2.65)
(124, '16QBT_small_gate_opt1_25_1.5_no.5.qasm', 16, 153, 342, 189, 22.68, 2.2353)
(125, '16QBT_small_gate_opt1_25_1.5_no.0.qasm', 16, 155, 347, 192, 8.8, 2.2387)
(126, '16QBT_large_gate_opt2_25_1.5_no.8.qasm', 16, 144, 348, 204, 14.93, 2.4167)
(127, '16QBT_large_gate_opt1_10_1.5_no.4.qasm', 16, 111, 246, 135, 4.93, 2.2162)
(128, '16QBT_small_gate_opt1_0_1.5_no.5.qasm', 7, 5, 11, 6, 0.0, 2.2)
(129, '16QBT_small_gate_opt2_2_1.5_no.4.qasm', 11, 13, 34, 21, 1.27, 2.6154)
(130, '16QBT_large_gate_opt2_15_1.5_no.2.qasm', 16, 94, 244, 150, 15.35, 2.5957)
(131, '16QBT_small_gate_opt2_0_1.5_no.1.qasm', 6, 4, 7, 3, 0.0, 1.75)
(132, '16QBT_large_gate_opt2_4_1.5_no.2.qasm', 16, 35, 92, 57, 6.51, 2.6286)
(133, '16QBT_large_gate_opt2_10_1.5_no.0.qasm', 16, 62, 146, 84, 4.62, 2.3548)
(134, '16QBT_large_gate_opt2_25_1.5_no.6.qasm', 16, 137, 308, 171, 18.41, 2.2482)
The average ratio is 19035:7869 = 2.419
The time spent for this test is 796.87 : 797.07
