('QFilter, GVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
(88, '16QBT_small_gate_opt2_20_1.5_no.0.qasm', 16, 62, 161, 99, 11.52, 2.5968)
(89, '16QBT_large_gate_opt1_5_1.5_no.6.qasm', 16, 67, 184, 117, 8.58, 2.7463)
(90, '16QBT_large_gate_opt1_3_1.5_no.7.qasm', 16, 44, 128, 84, 4.05, 2.9091)
(91, '16QBT_small_gate_opt2_10_1.5_no.0.qasm', 15, 37, 109, 72, 3.48, 2.9459)
(92, '16QBT_large_gate_opt1_10_1.5_no.7.qasm', 16, 118, 286, 168, 9.73, 2.4237)
(93, '16QBT_large_gate_opt2_10_1.5_no.7.qasm', 16, 58, 151, 93, 9.33, 2.6034)
(94, '16QBT_small_gate_opt2_5_1.5_no.9.qasm', 14, 27, 72, 45, 2.09, 2.6667)
(95, '16QBT_large_gate_opt2_15_1.5_no.0.qasm', 16, 84, 213, 129, 8.77, 2.5357)
(96, '16QBT_large_gate_opt2_25_1.5_no.5.qasm', 16, 153, 348, 195, 13.9, 2.2745)
(97, '16QBT_small_gate_opt1_4_1.5_no.8.qasm', 16, 25, 61, 36, 4.79, 2.44)
(98, '16QBT_small_gate_opt1_3_1.5_no.6.qasm', 15, 24, 60, 36, 0.72, 2.5)
(99, '16QBT_small_gate_opt1_1_1.5_no.0.qasm', 12, 11, 23, 12, 0.01, 2.0909)
(100, '16QBT_large_gate_opt2_5_1.5_no.8.qasm', 16, 40, 124, 84, 1.82, 3.1)
(101, '16QBT_large_gate_opt1_3_1.5_no.0.qasm', 16, 41, 107, 66, 2.46, 2.6098)
(102, '16QBT_large_gate_opt2_20_1.5_no.9.qasm', 16, 115, 292, 177, 15.91, 2.5391)
(103, '16QBT_large_gate_opt2_1_1.5_no.2.qasm', 15, 19, 52, 33, 1.24, 2.7368)
(104, '16QBT_small_gate_opt2_2_1.5_no.7.qasm', 9, 11, 38, 27, 0.7, 3.4545)
(105, '16QBT_small_gate_opt2_10_1.5_no.9.qasm', 16, 35, 95, 60, 15.59, 2.7143)
(106, '16QBT_large_gate_opt2_15_1.5_no.4.qasm', 16, 88, 220, 132, 7.09, 2.5)
(107, '16QBT_large_gate_opt1_25_1.5_no.1.qasm', 16, 257, 635, 378, 21.68, 2.4708)
(108, '16QBT_small_gate_opt1_1_1.5_no.6.qasm', 12, 11, 20, 9, 0.38, 1.8182)
(109, '16QBT_small_gate_opt2_2_1.5_no.6.qasm', 8, 10, 28, 18, 0.23, 2.8)
(110, '16QBT_large_gate_opt1_20_1.5_no.4.qasm', 16, 224, 503, 279, 26.45, 2.2455)
(111, '16QBT_small_gate_opt2_4_1.5_no.3.qasm', 16, 21, 51, 30, 1.43, 2.4286)
(112, '16QBT_large_gate_opt1_10_1.5_no.6.qasm', 16, 115, 283, 168, 10.06, 2.4609)
(113, '16QBT_large_gate_opt1_4_1.5_no.0.qasm', 15, 53, 143, 90, 11.62, 2.6981)
(114, '16QBT_small_gate_opt2_20_1.5_no.5.qasm', 16, 73, 169, 96, 2.2, 2.3151)
(115, '16QBT_small_gate_opt2_5_1.5_no.6.qasm', 15, 25, 70, 45, 0.19, 2.8)
(116, '16QBT_small_gate_opt1_1_1.5_no.8.qasm', 12, 11, 32, 21, 0.51, 2.9091)
(117, '16QBT_small_gate_opt2_25_1.5_no.3.qasm', 16, 81, 186, 105, 8.63, 2.2963)
(118, '16QBT_small_gate_opt1_1_1.5_no.7.qasm', 9, 10, 25, 15, 0.06, 2.5)
(119, '16QBT_small_gate_opt2_25_1.5_no.2.qasm', 16, 81, 165, 84, 4.03, 2.037)
(120, '16QBT_large_gate_opt1_15_1.5_no.4.qasm', 16, 167, 398, 231, 16.76, 2.3832)
(121, '16QBT_small_gate_opt1_25_1.5_no.4.qasm', 16, 144, 303, 159, 17.33, 2.1042)
(122, '16QBT_small_gate_opt2_1_1.5_no.3.qasm', 12, 10, 25, 15, 0.16, 2.5)
(123, '16QBT_large_gate_opt2_20_1.5_no.4.qasm', 16, 105, 270, 165, 9.78, 2.5714)
(124, '16QBT_small_gate_opt1_3_1.5_no.0.qasm', 14, 28, 76, 48, 4.14, 2.7143)
(125, '16QBT_large_gate_opt1_0_1.5_no.0.qasm', 10, 9, 33, 24, 1.03, 3.6667)
(126, '16QBT_large_gate_opt2_0_1.5_no.7.qasm', 11, 8, 26, 18, 0.44, 3.25)
(127, '16QBT_large_gate_opt2_10_1.5_no.3.qasm', 16, 65, 140, 75, 3.35, 2.1538)
(128, '16QBT_small_gate_opt2_20_1.5_no.3.qasm', 16, 61, 142, 81, 5.21, 2.3279)
(129, '16QBT_large_gate_opt2_10_1.5_no.2.qasm', 15, 58, 130, 72, 1.2, 2.2414)
(130, '16QBT_small_gate_opt1_10_1.5_no.6.qasm', 16, 63, 135, 72, 2.91, 2.1429)
(131, '16QBT_small_gate_opt2_0_1.5_no.5.qasm', 7, 6, 27, 21, 0.12, 4.5)
(132, '16QBT_large_gate_opt1_2_1.5_no.1.qasm', 15, 32, 86, 54, 2.04, 2.6875)
(133, '16QBT_large_gate_opt2_5_1.5_no.9.qasm', 16, 45, 120, 75, 10.06, 2.6667)
The average ratio is 18553:7633 = 2.4306
The time spent for this test is 790.49 : 790.69
