('QFilter, GVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
('lev, slayer, gamma, stop, anchor =', 3, 0, 0, 10, True)
In this test, we use Type 01y filter and top initial mapping for all circuits on q16
*****************************************
Wed Apr  3 18:53:20 2024
(1, '16QBT_small_gate_opt2_1_1.5_no.5.qasm', 11, 12, 33, 21, 0.58, 2.75)
(2, '16QBT_small_gate_opt1_15_1.5_no.4.qasm', 16, 91, 187, 96, 7.46, 2.0549)
(3, '16QBT_large_gate_opt2_2_1.5_no.8.qasm', 15, 20, 50, 30, 1.5, 2.5)
(4, '16QBT_large_gate_opt1_4_1.5_no.4.qasm', 16, 50, 122, 72, 5.89, 2.44)
(5, '16QBT_small_gate_opt1_4_1.5_no.4.qasm', 14, 25, 64, 39, 0.75, 2.56)
(6, '16QBT_large_gate_opt2_15_1.5_no.8.qasm', 16, 90, 219, 129, 11.61, 2.4333)
(7, '16QBT_large_gate_opt2_4_1.5_no.5.qasm', 14, 30, 78, 48, 1.3, 2.6)
(8, '16QBT_large_gate_opt2_0_1.5_no.2.qasm', 12, 10, 25, 15, 0.23, 2.5)
(9, '16QBT_large_gate_opt2_3_1.5_no.3.qasm', 16, 30, 84, 54, 0.8, 2.8)
(10, '16QBT_large_gate_opt1_0_1.5_no.8.qasm', 10, 10, 22, 12, 0.38, 2.2)
(11, '16QBT_small_gate_opt2_2_1.5_no.3.qasm', 9, 12, 30, 18, 0.53, 2.5)
(12, '16QBT_large_gate_opt2_20_1.5_no.8.qasm', 16, 112, 310, 198, 18.67, 2.7679)
(13, '16QBT_small_gate_opt2_2_1.5_no.5.qasm', 10, 12, 30, 18, 0.55, 2.5)
(14, '16QBT_small_gate_opt1_5_1.5_no.1.qasm', 16, 33, 72, 39, 2.46, 2.1818)
(15, '16QBT_large_gate_opt1_25_1.5_no.3.qasm', 16, 262, 634, 372, 29.81, 2.4198)
(16, '16QBT_small_gate_opt1_2_1.5_no.0.qasm', 14, 18, 45, 27, 0.68, 2.5)
(17, '16QBT_large_gate_opt2_15_1.5_no.1.qasm', 16, 92, 224, 132, 15.43, 2.4348)
(18, '16QBT_small_gate_opt1_20_1.5_no.9.qasm', 16, 114, 282, 168, 8.24, 2.4737)
(19, '16QBT_large_gate_opt1_5_1.5_no.9.qasm', 16, 61, 145, 84, 8.31, 2.377)
(20, '16QBT_small_gate_opt1_25_1.5_no.8.qasm', 16, 145, 346, 201, 15.6, 2.3862)
(21, '16QBT_small_gate_opt1_2_1.5_no.2.qasm', 13, 16, 49, 33, 0.34, 3.0625)
(22, '16QBT_large_gate_opt1_1_1.5_no.9.qasm', 13, 20, 56, 36, 3.62, 2.8)
(23, '16QBT_small_gate_opt2_20_1.5_no.2.qasm', 16, 71, 164, 93, 4.81, 2.3099)
(24, '16QBT_small_gate_opt2_0_1.5_no.0.qasm', 6, 5, 8, 3, 0.0, 1.6)
(25, '16QBT_small_gate_opt2_5_1.5_no.0.qasm', 13, 24, 63, 39, 2.67, 2.625)
(26, '16QBT_large_gate_opt2_0_1.5_no.4.qasm', 10, 8, 38, 30, 2.32, 4.75)
(27, '16QBT_large_gate_opt2_10_1.5_no.1.qasm', 16, 65, 146, 81, 4.03, 2.2462)
(28, '16QBT_small_gate_opt1_5_1.5_no.0.qasm', 16, 34, 76, 42, 7.79, 2.2353)
(29, '16QBT_small_gate_opt2_3_1.5_no.2.qasm', 14, 16, 40, 24, 0.12, 2.5)
(30, '16QBT_large_gate_opt1_5_1.5_no.1.qasm', 16, 59, 149, 90, 4.08, 2.5254)
(31, '16QBT_large_gate_opt1_1_1.5_no.0.qasm', 12, 21, 45, 24, 0.48, 2.1429)
(32, '16QBT_small_gate_opt1_20_1.5_no.6.qasm', 16, 109, 220, 111, 3.32, 2.0183)
(33, '16QBT_large_gate_opt2_20_1.5_no.0.qasm', 16, 113, 269, 156, 15.13, 2.3805)
(34, '16QBT_small_gate_opt1_4_1.5_no.1.qasm', 16, 22, 58, 36, 0.55, 2.6364)
(35, '16QBT_large_gate_opt2_5_1.5_no.0.qasm', 15, 39, 99, 60, 5.32, 2.5385)
(36, '16QBT_large_gate_opt2_5_1.5_no.2.qasm', 16, 36, 99, 63, 1.24, 2.75)
(37, '16QBT_small_gate_opt1_5_1.5_no.4.qasm', 15, 35, 77, 42, 1.08, 2.2)
(38, '16QBT_small_gate_opt1_25_1.5_no.2.qasm', 16, 149, 344, 195, 21.2, 2.3087)
(39, '16QBT_small_gate_opt1_2_1.5_no.4.qasm', 10, 13, 28, 15, 0.73, 2.1538)
(40, '16QBT_small_gate_opt2_5_1.5_no.1.qasm', 16, 25, 52, 27, 3.21, 2.08)
(41, '16QBT_small_gate_opt2_1_1.5_no.1.qasm', 11, 10, 34, 24, 0.39, 3.4)
(42, '16QBT_large_gate_opt2_0_1.5_no.9.qasm', 10, 10, 34, 24, 1.49, 3.4)
(43, '16QBT_large_gate_opt1_5_1.5_no.3.qasm', 16, 58, 151, 93, 5.09, 2.6034)
(44, '16QBT_large_gate_opt1_0_1.5_no.9.qasm', 11, 10, 28, 18, 0.19, 2.8)
(45, '16QBT_large_gate_opt1_3_1.5_no.6.qasm', 16, 38, 104, 66, 2.57, 2.7368)
(46, '16QBT_large_gate_opt2_0_1.5_no.1.qasm', 11, 11, 17, 6, 0.05, 1.5455)
(47, '16QBT_large_gate_opt2_10_1.5_no.6.qasm', 16, 57, 141, 84, 5.0, 2.4737)
(48, '16QBT_small_gate_opt2_1_1.5_no.2.qasm', 9, 11, 32, 21, 0.22, 2.9091)
(49, '16QBT_large_gate_opt1_4_1.5_no.3.qasm', 16, 49, 121, 72, 6.21, 2.4694)
(50, '16QBT_large_gate_opt1_10_1.5_no.0.qasm', 16, 109, 277, 168, 9.23, 2.5413)
(51, '16QBT_small_gate_opt2_10_1.5_no.2.qasm', 15, 34, 73, 39, 1.26, 2.1471)
(52, '16QBT_small_gate_opt1_5_1.5_no.9.qasm', 16, 32, 74, 42, 1.84, 2.3125)
(53, '16QBT_large_gate_opt1_4_1.5_no.6.qasm', 16, 48, 141, 93, 1.51, 2.9375)
(54, '16QBT_small_gate_opt2_1_1.5_no.9.qasm', 9, 13, 28, 15, 0.2, 2.1538)
(55, '16QBT_small_gate_opt1_20_1.5_no.7.qasm', 16, 118, 253, 135, 14.21, 2.1441)
(56, '16QBT_large_gate_opt2_25_1.5_no.0.qasm', 16, 131, 320, 189, 9.48, 2.4427)
(57, '16QBT_small_gate_opt2_3_1.5_no.0.qasm', 12, 16, 40, 24, 1.28, 2.5)
(58, '16QBT_small_gate_opt2_3_1.5_no.3.qasm', 14, 17, 47, 30, 0.43, 2.7647)
(59, '16QBT_small_gate_opt1_0_1.5_no.3.qasm', 8, 8, 23, 15, 0.16, 2.875)
(60, '16QBT_small_gate_opt1_20_1.5_no.1.qasm', 16, 117, 276, 159, 8.53, 2.359)
(61, '16QBT_small_gate_opt2_5_1.5_no.2.qasm', 12, 22, 55, 33, 0.43, 2.5)
(62, '16QBT_large_gate_opt2_15_1.5_no.5.qasm', 16, 85, 214, 129, 5.63, 2.5176)
(63, '16QBT_large_gate_opt2_25_1.5_no.7.qasm', 16, 140, 344, 204, 28.49, 2.4571)
(64, '16QBT_small_gate_opt1_10_1.5_no.5.qasm', 16, 58, 139, 81, 5.56, 2.3966)
(65, '16QBT_small_gate_opt2_3_1.5_no.4.qasm', 13, 15, 33, 18, 0.82, 2.2)
(66, '16QBT_large_gate_opt1_3_1.5_no.2.qasm', 16, 42, 108, 66, 6.72, 2.5714)
(67, '16QBT_small_gate_opt2_10_1.5_no.5.qasm', 14, 35, 92, 57, 4.45, 2.6286)
(68, '16QBT_small_gate_opt1_3_1.5_no.3.qasm', 14, 20, 47, 27, 4.35, 2.35)
(69, '16QBT_large_gate_opt1_15_1.5_no.0.qasm', 16, 163, 346, 183, 13.6, 2.1227)
(70, '16QBT_large_gate_opt1_20_1.5_no.2.qasm', 16, 212, 485, 273, 24.33, 2.2877)
(71, '16QBT_small_gate_opt2_4_1.5_no.1.qasm', 12, 16, 34, 18, 1.01, 2.125)
(72, '16QBT_small_gate_opt1_4_1.5_no.9.qasm', 15, 30, 69, 39, 2.52, 2.3)
(73, '16QBT_large_gate_opt1_1_1.5_no.8.qasm', 16, 22, 55, 33, 6.73, 2.5)
(74, '16QBT_large_gate_opt2_20_1.5_no.6.qasm', 16, 111, 306, 195, 10.47, 2.7568)
(75, '16QBT_large_gate_opt1_20_1.5_no.9.qasm', 16, 211, 532, 321, 45.0, 2.5213)
(76, '16QBT_small_gate_opt2_4_1.5_no.2.qasm', 13, 17, 50, 33, 0.78, 2.9412)
(77, '16QBT_small_gate_opt2_10_1.5_no.7.qasm', 16, 34, 94, 60, 4.05, 2.7647)
(78, '16QBT_small_gate_opt1_4_1.5_no.6.qasm', 16, 28, 64, 36, 0.7, 2.2857)
(79, '16QBT_large_gate_opt1_20_1.5_no.3.qasm', 16, 220, 490, 270, 17.43, 2.2273)
(80, '16QBT_large_gate_opt2_1_1.5_no.8.qasm', 15, 21, 39, 18, 1.0, 1.8571)
(81, '16QBT_large_gate_opt2_20_1.5_no.1.qasm', 16, 106, 247, 141, 7.91, 2.3302)
(82, '16QBT_large_gate_opt2_3_1.5_no.9.qasm', 16, 29, 80, 51, 0.42, 2.7586)
(83, '16QBT_small_gate_opt1_4_1.5_no.0.qasm', 14, 24, 57, 33, 17.54, 2.375)
(84, '16QBT_small_gate_opt1_2_1.5_no.7.qasm', 12, 16, 28, 12, 0.9, 1.75)
(85, '16QBT_small_gate_opt1_2_1.5_no.8.qasm', 14, 18, 45, 27, 2.03, 2.5)
(86, '16QBT_large_gate_opt1_4_1.5_no.9.qasm', 16, 53, 140, 87, 7.85, 2.6415)
(87, '16QBT_small_gate_opt2_15_1.5_no.3.qasm', 16, 47, 119, 72, 3.83, 2.5319)
