('QFilter, GVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
(32, '53QBT_gate_Sycamore_small_opt2_2_1.5_no.6.qasm', 24, 19, 109, 90, 3.8, 5.7368)
(33, '53QBT_gate_Sycamore_small_opt1_10_1.5_no.6.qasm', 48, 105, 666, 561, 28.07, 6.3429)
(34, '53QBT_gate_Sycamore_large_opt1_15_1.5_no.1.qasm', 53, 305, 2303, 1998, 198.42, 7.5508)
(35, '53QBT_gate_Sycamore_large_opt2_3_1.5_no.4.qasm', 45, 52, 496, 444, 40.1, 9.5385)
(36, '53QBT_gate_Sycamore_small_opt2_10_1.5_no.8.qasm', 44, 61, 382, 321, 91.35, 6.2623)
(37, '53QBT_gate_Sycamore_small_opt2_25_1.5_no.0.qasm', 53, 139, 838, 699, 135.68, 6.0288)
(38, '53QBT_gate_Sycamore_large_opt2_5_1.5_no.2.qasm', 49, 75, 591, 516, 641.05, 7.88)
(39, '53QBT_gate_Sycamore_small_opt1_4_1.5_no.7.qasm', 45, 53, 392, 339, 103.12, 7.3962)
(40, '53QBT_gate_Sycamore_small_opt1_25_1.5_no.2.qasm', 52, 271, 2221, 1950, 225.68, 8.1956)
(41, '53QBT_gate_Sycamore_large_opt1_25_1.5_no.9.qasm', 53, 490, 3436, 2946, 439.76, 7.0122)
(42, '53QBT_gate_Sycamore_small_opt1_2_1.5_no.2.qasm', 34, 32, 191, 159, 9.0, 5.9688)
(43, '53QBT_gate_Sycamore_large_opt1_5_1.5_no.8.qasm', 51, 115, 856, 741, 87.24, 7.4435)
(44, '53QBT_gate_Sycamore_large_opt2_0_1.5_no.2.qasm', 24, 20, 173, 153, 11.32, 8.65)
(45, '53QBT_gate_Sycamore_large_opt1_3_1.5_no.3.qasm', 48, 75, 564, 489, 37.74, 7.52)
(46, '53QBT_gate_Sycamore_large_opt1_20_1.5_no.8.qasm', 53, 397, 2524, 2127, 190.48, 6.3577)
(47, '53QBT_gate_Sycamore_large_opt1_20_1.5_no.4.qasm', 52, 422, 2753, 2331, 426.97, 6.5237)
(48, '53QBT_gate_Sycamore_small_opt1_4_1.5_no.2.qasm', 44, 48, 276, 228, 53.74, 5.75)
(49, '53QBT_gate_Sycamore_small_opt1_20_1.5_no.8.qasm', 52, 220, 1552, 1332, 133.35, 7.0545)
(50, '53QBT_gate_Sycamore_small_opt2_3_1.5_no.2.qasm', 29, 28, 151, 123, 4.59, 5.3929)
(51, '53QBT_gate_Sycamore_small_opt1_4_1.5_no.6.qasm', 44, 54, 381, 327, 33.34, 7.0556)
(52, '53QBT_gate_Sycamore_small_opt1_4_1.5_no.5.qasm', 40, 50, 407, 357, 140.11, 8.14)
(53, '53QBT_gate_Sycamore_large_opt1_5_1.5_no.0.qasm', 52, 117, 771, 654, 122.12, 6.5897)
(54, '53QBT_gate_Sycamore_small_opt1_1_1.5_no.7.qasm', 25, 21, 114, 93, 0.18, 5.4286)
(55, '53QBT_gate_Sycamore_large_opt1_2_1.5_no.3.qasm', 45, 56, 317, 261, 55.67, 5.6607)
(56, '53QBT_gate_Sycamore_large_opt1_5_1.5_no.5.qasm', 51, 114, 741, 627, 68.29, 6.5)
(57, '53QBT_gate_Sycamore_small_opt2_10_1.5_no.0.qasm', 44, 59, 404, 345, 81.5, 6.8475)
(58, '53QBT_gate_Sycamore_small_opt1_3_1.5_no.7.qasm', 36, 40, 328, 288, 24.4, 8.2)
(59, '53QBT_gate_Sycamore_large_opt2_10_1.5_no.6.qasm', 50, 119, 758, 639, 138.01, 6.3697)
(60, '53QBT_gate_Sycamore_small_opt2_1_1.5_no.0.qasm', 24, 20, 50, 30, 0.62, 2.5)
(61, '53QBT_gate_Sycamore_small_opt2_25_1.5_no.2.qasm', 53, 131, 1169, 1038, 132.23, 8.9237)
(62, '53QBT_gate_Sycamore_small_opt1_1_1.5_no.1.qasm', 26, 23, 44, 21, 0.6, 1.913)
(63, '53QBT_gate_Sycamore_small_opt2_3_1.5_no.4.qasm', 32, 28, 181, 153, 8.7, 6.4643)
(64, '53QBT_gate_Sycamore_large_opt1_0_1.5_no.1.qasm', 25, 20, 170, 150, 15.31, 8.5)
(65, '53QBT_gate_Sycamore_small_opt2_15_1.5_no.7.qasm', 49, 90, 399, 309, 32.47, 4.4333)
(66, '53QBT_gate_Sycamore_large_opt2_20_1.5_no.5.qasm', 52, 206, 1439, 1233, 79.21, 6.9854)
(67, '53QBT_gate_Sycamore_small_opt2_15_1.5_no.6.qasm', 52, 91, 610, 519, 151.29, 6.7033)
(68, '53QBT_gate_Sycamore_small_opt2_4_1.5_no.0.qasm', 32, 35, 197, 162, 3.26, 5.6286)
(69, '53QBT_gate_Sycamore_large_opt2_0_1.5_no.4.qasm', 27, 17, 134, 117, 0.65, 7.8824)
(70, '53QBT_gate_Sycamore_large_opt1_0_1.5_no.6.qasm', 26, 17, 62, 45, 0.91, 3.6471)
(71, '53QBT_gate_Sycamore_large_opt1_4_1.5_no.2.qasm', 51, 95, 677, 582, 118.66, 7.1263)
(72, '53QBT_gate_Sycamore_small_opt2_3_1.5_no.1.qasm', 37, 32, 122, 90, 47.72, 3.8125)
(73, '53QBT_gate_Sycamore_small_opt2_2_1.5_no.0.qasm', 24, 20, 74, 54, 0.19, 3.7)
(74, '53QBT_gate_Sycamore_large_opt2_10_1.5_no.5.qasm', 53, 110, 764, 654, 165.67, 6.9455)
(75, '53QBT_gate_Sycamore_large_opt2_10_1.5_no.2.qasm', 52, 119, 1046, 927, 259.24, 8.7899)
(76, '53QBT_gate_Sycamore_small_opt2_5_1.5_no.3.qasm', 35, 41, 173, 132, 30.54, 4.2195)
(77, '53QBT_gate_Sycamore_large_opt2_15_1.5_no.2.qasm', 52, 169, 1165, 996, 54.83, 6.8935)
(78, '53QBT_gate_Sycamore_large_opt2_25_1.5_no.2.qasm', 53, 259, 1909, 1650, 178.68, 7.3707)
(79, '53QBT_gate_Sycamore_small_opt1_25_1.5_no.4.qasm', 53, 265, 1798, 1533, 126.16, 6.7849)
(80, '53QBT_gate_Sycamore_large_opt2_20_1.5_no.7.qasm', 52, 207, 1821, 1614, 163.33, 8.7971)
(81, '53QBT_gate_Sycamore_small_opt2_4_1.5_no.6.qasm', 34, 31, 193, 162, 7.58, 6.2258)
(82, '53QBT_gate_Sycamore_large_opt2_0_1.5_no.6.qasm', 26, 21, 72, 51, 1.12, 3.4286)
(83, '53QBT_gate_Sycamore_large_opt2_0_1.5_no.9.qasm', 28, 18, 99, 81, 2.44, 5.5)
(84, '53QBT_gate_Sycamore_large_opt1_25_1.5_no.5.qasm', 53, 486, 3771, 3285, 244.01, 7.7593)
(85, '53QBT_gate_Sycamore_small_opt1_5_1.5_no.1.qasm', 45, 60, 453, 393, 29.94, 7.55)
(86, '53QBT_gate_Sycamore_small_opt1_3_1.5_no.5.qasm', 34, 38, 215, 177, 2.44, 5.6579)
(87, '53QBT_gate_Sycamore_large_opt1_2_1.5_no.8.qasm', 47, 60, 552, 492, 244.87, 9.2)
(88, '53QBT_gate_Sycamore_large_opt2_3_1.5_no.6.qasm', 43, 53, 491, 438, 63.81, 9.2642)
(89, '53QBT_gate_Sycamore_small_opt1_1_1.5_no.2.qasm', 22, 20, 131, 111, 3.82, 6.55)
(90, '53QBT_gate_Sycamore_large_opt1_10_1.5_no.1.qasm', 53, 209, 1415, 1206, 140.78, 6.7703)
(91, '53QBT_gate_Sycamore_large_opt2_4_1.5_no.7.qasm', 45, 54, 447, 393, 40.07, 8.2778)
(92, '53QBT_gate_Sycamore_large_opt1_4_1.5_no.9.qasm', 45, 95, 806, 711, 93.77, 8.4842)
(93, '53QBT_gate_Sycamore_large_opt2_5_1.5_no.9.qasm', 48, 78, 486, 408, 72.2, 6.2308)
(94, '53QBT_gate_Sycamore_small_opt2_25_1.5_no.9.qasm', 52, 141, 963, 822, 267.16, 6.8298)
(95, '53QBT_gate_Sycamore_large_opt1_3_1.5_no.4.qasm', 49, 80, 701, 621, 186.62, 8.7625)
(96, '53QBT_gate_Sycamore_small_opt2_1_1.5_no.5.qasm', 24, 18, 60, 42, 0.9, 3.3333)
(97, '53QBT_gate_Sycamore_large_opt2_20_1.5_no.3.qasm', 53, 207, 1521, 1314, 260.53, 7.3478)
(98, '53QBT_gate_Sycamore_small_opt2_5_1.5_no.8.qasm', 41, 42, 228, 186, 52.26, 5.4286)
(99, '53QBT_gate_Sycamore_small_opt1_2_1.5_no.1.qasm', 32, 31, 184, 153, 5.08, 5.9355)
(100, '53QBT_gate_Sycamore_small_opt2_2_1.5_no.9.qasm', 27, 22, 157, 135, 65.78, 7.1364)
(101, '53QBT_gate_Sycamore_small_opt2_4_1.5_no.5.qasm', 36, 30, 165, 135, 8.21, 5.5)
(102, '53QBT_gate_Sycamore_large_opt2_2_1.5_no.9.qasm', 35, 36, 198, 162, 4.11, 5.5)
(103, '53QBT_gate_Sycamore_small_opt1_10_1.5_no.2.qasm', 49, 113, 935, 822, 154.91, 8.2743)
(104, '53QBT_gate_Sycamore_large_opt2_15_1.5_no.4.qasm', 53, 170, 1157, 987, 210.81, 6.8059)
(105, '53QBT_gate_Sycamore_large_opt2_0_1.5_no.1.qasm', 29, 20, 143, 123, 19.23, 7.15)
(106, '53QBT_gate_Sycamore_small_opt1_4_1.5_no.9.qasm', 46, 51, 321, 270, 36.79, 6.2941)
(107, '53QBT_gate_Sycamore_small_opt1_20_1.5_no.7.qasm', 53, 216, 1554, 1338, 183.26, 7.1944)
(108, '53QBT_gate_Sycamore_large_opt1_15_1.5_no.6.qasm', 53, 308, 2372, 2064, 251.91, 7.7013)
(109, '53QBT_gate_Sycamore_small_opt2_25_1.5_no.4.qasm', 51, 142, 1033, 891, 146.37, 7.2746)
(110, '53QBT_gate_Sycamore_small_opt1_0_1.5_no.7.qasm', 15, 11, 38, 27, 2.12, 3.4545)
(111, '53QBT_gate_Sycamore_small_opt1_25_1.5_no.5.qasm', 52, 279, 1995, 1716, 178.36, 7.1505)
(112, '53QBT_gate_Sycamore_small_opt2_0_1.5_no.7.qasm', 11, 8, 71, 63, 0.25, 8.875)
(113, '53QBT_gate_Sycamore_large_opt1_25_1.5_no.6.qasm', 53, 499, 3712, 3213, 255.91, 7.4389)
(114, '53QBT_gate_Sycamore_small_opt2_0_1.5_no.4.qasm', 21, 13, 49, 36, 0.21, 3.7692)
(115, '53QBT_gate_Sycamore_small_opt2_5_1.5_no.2.qasm', 35, 38, 284, 246, 7.37, 7.4737)
(116, '53QBT_gate_Sycamore_small_opt1_25_1.5_no.1.qasm', 53, 264, 1764, 1500, 108.32, 6.6818)
(117, '53QBT_gate_Sycamore_large_opt2_5_1.5_no.4.qasm', 48, 76, 589, 513, 61.66, 7.75)
(118, '53QBT_gate_Sycamore_large_opt2_15_1.5_no.5.qasm', 53, 182, 1412, 1230, 427.24, 7.7582)
(119, '53QBT_gate_Sycamore_small_opt1_5_1.5_no.0.qasm', 45, 56, 464, 408, 51.19, 8.2857)
(120, '53QBT_gate_Sycamore_small_opt2_5_1.5_no.4.qasm', 37, 41, 392, 351, 117.13, 9.561)
(121, '53QBT_gate_Sycamore_small_opt2_0_1.5_no.0.qasm', 15, 10, 85, 75, 1.08, 8.5)
(122, '53QBT_gate_Sycamore_large_opt1_25_1.5_no.7.qasm', 53, 490, 3871, 3381, 173.05, 7.9)
(123, '53QBT_gate_Sycamore_large_opt1_1_1.5_no.1.qasm', 33, 35, 287, 252, 13.98, 8.2)
(124, '53QBT_gate_Sycamore_large_opt2_4_1.5_no.1.qasm', 39, 55, 259, 204, 24.12, 4.7091)
(125, '53QBT_gate_Sycamore_large_opt2_1_1.5_no.5.qasm', 37, 39, 267, 228, 34.98, 6.8462)
(126, '53QBT_gate_Sycamore_large_opt1_4_1.5_no.7.qasm', 48, 98, 605, 507, 57.69, 6.1735)
(127, '53QBT_gate_Sycamore_small_opt2_1_1.5_no.2.qasm', 27, 21, 96, 75, 1.67, 4.5714)
(128, '53QBT_gate_Sycamore_small_opt1_3_1.5_no.0.qasm', 35, 40, 208, 168, 57.04, 5.2)
(129, '53QBT_gate_Sycamore_small_opt1_15_1.5_no.4.qasm', 52, 162, 1041, 879, 151.23, 6.4259)
(130, '53QBT_gate_Sycamore_small_opt1_20_1.5_no.0.qasm', 52, 213, 1644, 1431, 77.76, 7.7183)
(131, '53QBT_gate_Sycamore_small_opt1_1_1.5_no.6.qasm', 21, 18, 54, 36, 1.16, 3.0)
(132, '53QBT_gate_Sycamore_large_opt2_5_1.5_no.1.qasm', 48, 75, 387, 312, 107.87, 5.16)
(133, '53QBT_gate_Sycamore_large_opt1_10_1.5_no.2.qasm', 53, 209, 1511, 1302, 102.46, 7.2297)
(134, '53QBT_gate_Sycamore_small_opt2_0_1.5_no.1.qasm', 18, 12, 57, 45, 0.54, 4.75)
The average ratio is 104634:14679 = 7.1281
The time spent for this test is 13553.78 : 13554.33
