('QFilter, GVal, SIZE, initial_mapping  =', '01y', True, 'all', 'top')
(35, '16QBT_large_gate_opt1_2_1.5_no.5.qasm', 15, 31, 91, 60, 0.06, 2.9355)
(36, '16QBT_small_gate_opt1_10_1.5_no.1.qasm', 16, 65, 284, 219, 0.15, 4.3692)
(37, '16QBT_large_gate_opt2_1_1.5_no.3.qasm', 15, 21, 27, 6, 0.0, 1.2857)
(38, '16QBT_small_gate_opt1_3_1.5_no.4.qasm', 13, 20, 59, 39, 0.02, 2.95)
(39, '16QBT_large_gate_opt2_4_1.5_no.4.qasm', 15, 30, 93, 63, 0.01, 3.1)
(40, '16QBT_small_gate_opt2_2_1.5_no.0.qasm', 14, 13, 28, 15, 0.0, 2.1538)
(41, '16QBT_large_gate_opt2_5_1.5_no.5.qasm', 15, 40, 85, 45, 0.05, 2.125)
(42, '16QBT_large_gate_opt2_3_1.5_no.2.qasm', 16, 31, 100, 69, 0.05, 3.2258)
(43, '16QBT_small_gate_opt1_20_1.5_no.5.qasm', 16, 125, 458, 333, 0.22, 3.664)
(44, '16QBT_small_gate_opt1_0_1.5_no.4.qasm', 7, 5, 5, 0, 0.0, 1.0)
(45, '16QBT_large_gate_opt2_10_1.5_no.8.qasm', 16, 61, 205, 144, 0.08, 3.3607)
(46, '16QBT_small_gate_opt2_25_1.5_no.7.qasm', 16, 81, 366, 285, 0.24, 4.5185)
(47, '16QBT_small_gate_opt1_15_1.5_no.3.qasm', 16, 96, 312, 216, 0.11, 3.25)
(48, '16QBT_large_gate_opt1_4_1.5_no.1.qasm', 16, 47, 113, 66, 0.04, 2.4043)
(49, '16QBT_small_gate_opt1_25_1.5_no.9.qasm', 16, 146, 413, 267, 0.21, 2.8288)
(50, '16QBT_large_gate_opt2_25_1.5_no.3.qasm', 16, 142, 343, 201, 0.17, 2.4155)
(51, '16QBT_small_gate_opt2_20_1.5_no.8.qasm', 16, 61, 256, 195, 0.08, 4.1967)
(52, '16QBT_small_gate_opt2_5_1.5_no.5.qasm', 13, 23, 62, 39, 0.01, 2.6957)
(53, '16QBT_small_gate_opt1_5_1.5_no.2.qasm', 14, 31, 79, 48, 0.02, 2.5484)
(54, '16QBT_small_gate_opt2_4_1.5_no.8.qasm', 14, 14, 17, 3, 0.0, 1.2143)
(55, '16QBT_large_gate_opt1_20_1.5_no.0.qasm', 16, 204, 669, 465, 0.28, 3.2794)
(56, '16QBT_large_gate_opt2_10_1.5_no.5.qasm', 16, 71, 170, 99, 0.07, 2.3944)
(57, '16QBT_large_gate_opt1_10_1.5_no.5.qasm', 16, 112, 172, 60, 0.08, 1.5357)
(58, '16QBT_small_gate_opt2_25_1.5_no.4.qasm', 16, 81, 339, 258, 0.12, 4.1852)
(59, '16QBT_large_gate_opt1_4_1.5_no.7.qasm', 16, 50, 209, 159, 0.02, 4.18)
(60, '16QBT_small_gate_opt1_20_1.5_no.2.qasm', 16, 119, 428, 309, 0.2, 3.5966)
(61, '16QBT_small_gate_opt1_20_1.5_no.4.qasm', 16, 122, 497, 375, 0.19, 4.0738)
(62, '16QBT_small_gate_opt1_2_1.5_no.6.qasm', 7, 13, 25, 12, 0.01, 1.9231)
(63, '16QBT_small_gate_opt2_2_1.5_no.2.qasm', 10, 9, 12, 3, 0.0, 1.3333)
(64, '16QBT_small_gate_opt1_15_1.5_no.6.qasm', 16, 88, 373, 285, 0.18, 4.2386)
(65, '16QBT_large_gate_opt2_20_1.5_no.3.qasm', 16, 106, 205, 99, 0.33, 1.934)
(66, '16QBT_large_gate_opt2_2_1.5_no.0.qasm', 16, 19, 61, 42, 0.01, 3.2105)
(67, '16QBT_large_gate_opt1_25_1.5_no.4.qasm', 16, 254, 1133, 879, 0.69, 4.4606)
(68, '16QBT_large_gate_opt2_10_1.5_no.9.qasm', 16, 60, 162, 102, 0.08, 2.7)
(69, '16QBT_large_gate_opt1_2_1.5_no.0.qasm', 16, 31, 94, 63, 0.04, 3.0323)
(70, '16QBT_small_gate_opt1_2_1.5_no.3.qasm', 13, 20, 65, 45, 0.02, 3.25)
(71, '16QBT_large_gate_opt2_5_1.5_no.3.qasm', 16, 39, 180, 141, 0.11, 4.6154)
(72, '16QBT_small_gate_opt1_0_1.5_no.6.qasm', 10, 7, 7, 0, 0.0, 1.0)
(73, '16QBT_large_gate_opt2_2_1.5_no.6.qasm', 14, 19, 46, 27, 0.03, 2.4211)
(74, '16QBT_small_gate_opt2_5_1.5_no.4.qasm', 16, 22, 85, 63, 0.01, 3.8636)
(75, '16QBT_large_gate_opt2_4_1.5_no.0.qasm', 15, 28, 76, 48, 0.04, 2.7143)
(76, '16QBT_large_gate_opt1_15_1.5_no.1.qasm', 16, 157, 679, 522, 0.47, 4.3248)
(77, '16QBT_large_gate_opt2_5_1.5_no.1.qasm', 15, 36, 78, 42, 0.08, 2.1667)
(78, '16QBT_large_gate_opt1_1_1.5_no.2.qasm', 15, 22, 25, 3, 0.0, 1.1364)
(79, '16QBT_large_gate_opt1_15_1.5_no.7.qasm', 16, 157, 745, 588, 0.29, 4.7452)
(80, '16QBT_large_gate_opt2_1_1.5_no.1.qasm', 16, 23, 53, 30, 0.01, 2.3043)
(81, '16QBT_small_gate_opt1_3_1.5_no.5.qasm', 16, 25, 100, 75, 0.05, 4.0)
(82, '16QBT_large_gate_opt2_3_1.5_no.0.qasm', 16, 30, 144, 114, 0.02, 4.8)
(83, '16QBT_small_gate_opt2_20_1.5_no.4.qasm', 16, 67, 229, 162, 0.13, 3.4179)
(84, '16QBT_small_gate_opt1_0_1.5_no.1.qasm', 10, 8, 8, 0, 0.0, 1.0)
(85, '16QBT_large_gate_opt1_0_1.5_no.6.qasm', 14, 11, 11, 0, 0.0, 1.0)
(86, '16QBT_small_gate_opt1_10_1.5_no.7.qasm', 16, 66, 249, 183, 0.12, 3.7727)
(87, '16QBT_small_gate_opt1_0_1.5_no.8.qasm', 6, 5, 5, 0, 0.0, 1.0)
(88, '16QBT_small_gate_opt1_4_1.5_no.3.qasm', 15, 30, 93, 63, 0.02, 3.1)
(89, '16QBT_large_gate_opt1_2_1.5_no.9.qasm', 15, 28, 76, 48, 0.03, 2.7143)
(90, '16QBT_large_gate_opt2_4_1.5_no.3.qasm', 16, 32, 59, 27, 0.01, 1.8438)
(91, '16QBT_small_gate_opt1_10_1.5_no.9.qasm', 16, 62, 251, 189, 0.14, 4.0484)
(92, '16QBT_large_gate_opt2_4_1.5_no.9.qasm', 16, 39, 108, 69, 0.1, 2.7692)
(93, '16QBT_small_gate_opt1_0_1.5_no.7.qasm', 9, 7, 7, 0, 0.0, 1.0)
(94, '16QBT_small_gate_opt2_1_1.5_no.8.qasm', 14, 14, 35, 21, 0.0, 2.5)
(95, '16QBT_large_gate_opt1_3_1.5_no.1.qasm', 16, 44, 113, 69, 0.02, 2.5682)
(96, '16QBT_large_gate_opt1_15_1.5_no.9.qasm', 16, 159, 759, 600, 0.47, 4.7736)
(97, '16QBT_small_gate_opt2_20_1.5_no.6.qasm', 16, 64, 247, 183, 0.09, 3.8594)
(98, '16QBT_small_gate_opt1_1_1.5_no.5.qasm', 12, 14, 35, 21, 0.0, 2.5)
(99, '16QBT_large_gate_opt2_25_1.5_no.9.qasm', 16, 140, 326, 186, 0.41, 2.3286)
(100, '16QBT_small_gate_opt1_3_1.5_no.7.qasm', 16, 20, 56, 36, 0.01, 2.8)
(101, '16QBT_small_gate_opt2_3_1.5_no.6.qasm', 11, 15, 24, 9, 0.01, 1.6)
(102, '16QBT_large_gate_opt2_1_1.5_no.4.qasm', 15, 20, 35, 15, 0.01, 1.75)
(103, '16QBT_large_gate_opt1_25_1.5_no.0.qasm', 16, 264, 906, 642, 0.44, 3.4318)
(104, '16QBT_small_gate_opt2_15_1.5_no.0.qasm', 15, 49, 193, 144, 0.08, 3.9388)
(105, '16QBT_large_gate_opt2_3_1.5_no.5.qasm', 16, 30, 102, 72, 0.04, 3.4)
(106, '16QBT_small_gate_opt1_4_1.5_no.7.qasm', 15, 31, 133, 102, 0.06, 4.2903)
(107, '16QBT_small_gate_opt2_0_1.5_no.3.qasm', 8, 5, 5, 0, 0.0, 1.0)
(108, '16QBT_small_gate_opt2_15_1.5_no.1.qasm', 16, 57, 231, 174, 0.05, 4.0526)
(109, '16QBT_small_gate_opt2_0_1.5_no.9.qasm', 6, 4, 4, 0, 0.0, 1.0)
(110, '16QBT_large_gate_opt1_3_1.5_no.5.qasm', 16, 39, 111, 72, 0.01, 2.8462)
(111, '16QBT_large_gate_opt1_20_1.5_no.1.qasm', 16, 207, 480, 273, 0.23, 2.3188)
(112, '16QBT_large_gate_opt1_25_1.5_no.9.qasm', 16, 267, 411, 144, 0.15, 1.5393)
(113, '16QBT_small_gate_opt2_3_1.5_no.9.qasm', 14, 17, 38, 21, 0.01, 2.2353)
(114, '16QBT_large_gate_opt2_3_1.5_no.4.qasm', 15, 26, 77, 51, 0.01, 2.9615)
(115, '16QBT_small_gate_opt2_20_1.5_no.1.qasm', 16, 63, 189, 126, 0.08, 3.0)
(116, '16QBT_large_gate_opt1_5_1.5_no.0.qasm', 16, 61, 160, 99, 0.04, 2.623)
(117, '16QBT_large_gate_opt2_25_1.5_no.2.qasm', 16, 148, 649, 501, 0.35, 4.3851)
(118, '16QBT_large_gate_opt2_5_1.5_no.7.qasm', 16, 39, 141, 102, 0.06, 3.6154)
(119, '16QBT_small_gate_opt2_25_1.5_no.1.qasm', 16, 86, 353, 267, 0.16, 4.1047)
(120, '16QBT_large_gate_opt1_2_1.5_no.8.qasm', 16, 34, 175, 141, 0.05, 5.1471)
(121, '16QBT_small_gate_opt1_1_1.5_no.4.qasm', 15, 11, 14, 3, 0.0, 1.2727)
(122, '16QBT_large_gate_opt1_0_1.5_no.7.qasm', 11, 10, 10, 0, 0.0, 1.0)
(123, '16QBT_small_gate_opt1_2_1.5_no.5.qasm', 16, 16, 31, 15, 0.0, 1.9375)
(124, '16QBT_small_gate_opt1_25_1.5_no.6.qasm', 16, 146, 665, 519, 0.53, 4.5548)
(125, '16QBT_small_gate_opt1_15_1.5_no.9.qasm', 16, 96, 351, 255, 0.12, 3.6562)
(126, '16QBT_large_gate_opt1_10_1.5_no.8.qasm', 16, 106, 322, 216, 0.24, 3.0377)
(127, '16QBT_small_gate_opt2_4_1.5_no.7.qasm', 14, 17, 59, 42, 0.01, 3.4706)
(128, '16QBT_large_gate_opt1_25_1.5_no.6.qasm', 16, 250, 952, 702, 0.45, 3.808)
(129, '16QBT_small_gate_opt1_2_1.5_no.1.qasm', 14, 19, 34, 15, 0.01, 1.7895)
(130, '16QBT_small_gate_opt1_20_1.5_no.8.qasm', 16, 114, 318, 204, 0.34, 2.7895)
(131, '16QBT_large_gate_opt1_0_1.5_no.3.qasm', 14, 11, 11, 0, 0.0, 1.0)
(132, '16QBT_large_gate_opt1_10_1.5_no.1.qasm', 16, 111, 639, 528, 0.18, 5.7568)
(133, '16QBT_large_gate_opt1_15_1.5_no.2.qasm', 16, 159, 330, 171, 0.39, 2.0755)
The average ratio is 28018:8254 = 3.3945
The time spent for this test is 13.18 : 13.61
