benchmark,qubits,gates,name,added gate,time(s),,Avg.,added gate,time(s)
,,,3,1922.666667,51.10611111,,,,
,,,5,1923,59.08644444,,,,
,,,7,1922.333333,89.14611111,,,,
,,,9,1909.666667,137.3815556,,,,
,,,ILS,2023.5,9.7807,,,,
,,,,,,,,,
sym9_193,11,15232,1,22076.66667,289.5512222,,,,
,,,3,22048.66667,662.4214444,,,,
,,,5,21923.33333,1078.052667,,,,
,,,7,21976,1499.751222,,,,
,,,9,21939.33333,1718.17,,,,
,,,ILS,23299.2,113.6617,,,,
,,,,,,,,,
z4_268,11,1343,1,1838.333333,24.92066667,,,,
,,,3,1818,47.62188889,,,,
,,,5,1802.666667,102.6798889,,,,
,,,7,1806.333333,101.8323333,,,,
,,,9,1796.666667,122.9967778,,,,
,,,ILS,1880.1,12.5763,,,,
