benchmark,qubits,gates,name,added gate,time(s),,Avg.,added gate,time(s)
,,,ILS,517.95,6.7282,,,,
,,,,,,,,,
sym9_193,11,15232,1,5372.333333,170.1364444,,,,
,,,3,5340.333333,389.901,,,,
,,,5,5295.666667,579.1241111,,,,
,,,7,5286.666667,824.2591111,,,,
,,,9,5253,1184.704556,,,,
,,,ILS,6394.5,141.2011,,,,
,,,,,,,,,
z4_268,11,1343,1,443.6666667,27.869,,,,
,,,3,436.3333333,53.61688889,,,,
,,,5,431.6666667,76.44277778,,,,
,,,7,427.3333333,76.33844444,,,,
,,,9,422.6666667,115.85,,,,
,,,ILS,514.8,18.66675,,,,
