QASM files: ['4gt13_92.qasm', '4mod5-v1_22.qasm', '9symml_195.qasm', 'adr4_197.qasm', 'alu-v0_27.qasm', 'co14_215.qasm', 'cycle10_2_110.qasm', 'decod24-v2_43.qasm', 'ising_model_10.qasm', 'ising_model_13.qasm', 'ising_model_16.qasm', 'misex1_241.qasm', 'mod5mils_65.qasm', 'qft_10.qasm', 'qft_13.qasm', 'qft_16.qasm', 'qft_20.qasm', 'radd_250.qasm', 'rd73_252.qasm', 'rd84_142.qasm', 'rd84_253.qasm', 'sqn_258.qasm', 'square_root_7.qasm', 'sym6_145.qasm', 'sym9_193.qasm', 'z4_268.qasm']
method_AG: ['_19X19']
{}
---------------------
4gt13_92,66,19.520929098129272
4gt13_92,66,3.6347734928131104
4gt13_92,66,4.031877040863037
4gt13_92,66,3.5668790340423584
4gt13_92,66,4.877464056015015
4gt13_92,66,11.543339490890503
4gt13_92,66,19.922545433044434
4gt13_92,66,9.445894479751587
4gt13_92,66,3.414092540740967
4gt13_92,75,3.5712413787841797
4mod5-v1_22,21,9.5119948387146
4mod5-v1_22,30,13.989587783813477
4mod5-v1_22,21,2.3477680683135986
4mod5-v1_22,21,2.313739776611328
4mod5-v1_22,21,3.182565450668335
4mod5-v1_22,21,3.4613187313079834
4mod5-v1_22,21,2.6267101764678955
4mod5-v1_22,21,2.804251194000244
4mod5-v1_22,21,3.386094093322754
4mod5-v1_22,21,3.323627471923828
9symml_195,36924,1117.866389989853
9symml_195,37344,1251.6669659614563
9symml_195,37200,1345.517792224884
9symml_195,37719,1441.615927696228
9symml_195,37212,1227.8895618915558
9symml_195,36957,1454.6597032546997
9symml_195,37191,1528.0666227340698
9symml_195,37215,1590.9397888183594
9symml_195,37089,1796.1003723144531
9symml_195,37215,1978.8102214336395
adr4_197,3733,150.77612233161926
adr4_197,3766,77.75592136383057
adr4_197,3733,145.13630414009094
adr4_197,3733,130.8477714061737
adr4_197,3733,128.1333522796631
adr4_197,3733,97.88838958740234
adr4_197,3733,64.24905800819397
adr4_197,3733,83.04135704040527
