benchmark,qubits,original CNOT gates,algorithm name,added CNOT gates,time(s)
qftentangled_nativegates_ibm_qiskit_opt0_50,50,2574,EffectiveQM_abalation_bridge,3838.8,3541.3409999999994,
qftentangled_nativegates_ibm_qiskit_opt0_50,50,2574,EffectiveQM,4093.5,3617.7769999999996,
,,,,,,
qft_nativegates_ibm_qiskit_opt0_10,10,105,EffectiveQM_abalation_bridge,113.1,15.075799999999997,
qft_nativegates_ibm_qiskit_opt0_10,10,105,EffectiveQM,114.0,186.0154,
,,,,,,
qft_nativegates_ibm_qiskit_opt0_20,20,410,EffectiveQM_abalation_bridge,539.4,224.00920000000002,
qft_nativegates_ibm_qiskit_opt0_20,20,410,EffectiveQM,539.4,2412.8559999999998,
,,,,,,
qft_nativegates_ibm_qiskit_opt0_30,30,915,EffectiveQM_abalation_bridge,1278.3,1219.6680000000001,
qft_nativegates_ibm_qiskit_opt0_30,30,915,EffectiveQM,1291.8,3602.6400000000003,
,,,,,,
qft_nativegates_ibm_qiskit_opt0_40,40,1620,EffectiveQM_abalation_bridge,2349.9,2470.1940000000004,
qft_nativegates_ibm_qiskit_opt0_40,40,1620,EffectiveQM,2405.4,3612.5730000000003,
,,,,,,
qft_nativegates_ibm_qiskit_opt0_50,50,2525,EffectiveQM_abalation_bridge,3829.5,3469.9810000000007,
qft_nativegates_ibm_qiskit_opt0_50,50,2525,EffectiveQM,4009.2,3626.0920000000006,
,,,,,,
qnn_nativegates_ibm_qiskit_opt0_10,10,189,EffectiveQM_abalation_bridge,198.0,27.913499999999992,
qnn_nativegates_ibm_qiskit_opt0_10,10,189,EffectiveQM,198.9,480.91759999999994,
,,,,,,
qnn_nativegates_ibm_qiskit_opt0_20,20,779,EffectiveQM_abalation_bridge,983.7,407.15700000000004,
qnn_nativegates_ibm_qiskit_opt0_20,20,779,EffectiveQM,984.6,3497.6710000000007,
,,,,,,
qnn_nativegates_ibm_qiskit_opt0_30,30,1769,EffectiveQM_abalation_bridge,2366.7,1695.7959999999998,
qnn_nativegates_ibm_qiskit_opt0_30,30,1769,EffectiveQM,2418.9,3609.9649999999992,
,,,,,,
qnn_nativegates_ibm_qiskit_opt0_40,40,3159,EffectiveQM_abalation_bridge,4354.5,3604.1580000000004,
qnn_nativegates_ibm_qiskit_opt0_40,40,3159,EffectiveQM,4464.9,3625.861,
,,,,,,
qnn_nativegates_ibm_qiskit_opt0_50,50,4949,EffectiveQM_abalation_bridge,6971.1,3611.8189999999995,
qnn_nativegates_ibm_qiskit_opt0_50,50,4949,EffectiveQM,7096.5,3643.8269999999998,
,,,,,,
qpeexact_nativegates_ibm_qiskit_opt0_10,10,98,EffectiveQM_abalation_bridge,105.9,10.607900000000003,
qpeexact_nativegates_ibm_qiskit_opt0_10,10,98,EffectiveQM,106.5,125.18909999999998,
,,,,,,
qpeexact_nativegates_ibm_qiskit_opt0_20,20,407,EffectiveQM_abalation_bridge,579.0,180.8169,
qpeexact_nativegates_ibm_qiskit_opt0_20,20,407,EffectiveQM,588.9,2287.373,
,,,,,,
qpeexact_nativegates_ibm_qiskit_opt0_30,30,910,EffectiveQM_abalation_bridge,1344.3,1259.91,
qpeexact_nativegates_ibm_qiskit_opt0_30,30,910,EffectiveQM,1376.4,3606.172,
,,,,,,
qpeexact_nativegates_ibm_qiskit_opt0_40,40,1617,EffectiveQM_abalation_bridge,2451.9,2721.386,
qpeexact_nativegates_ibm_qiskit_opt0_40,40,1617,EffectiveQM,2544.9,3616.9979999999996,
,,,,,,
qpeexact_nativegates_ibm_qiskit_opt0_50,50,2522,EffectiveQM_abalation_bridge,3961.2,3318.84,
qpeexact_nativegates_ibm_qiskit_opt0_50,50,2522,EffectiveQM,4238.4,3625.2879999999996,
,,,,,,
qpeinexact_nativegates_ibm_qiskit_opt0_10,10,102,EffectiveQM_abalation_bridge,116.4,11.7692,
qpeinexact_nativegates_ibm_qiskit_opt0_10,10,102,EffectiveQM,116.7,146.3958,
,,,,,,
qpeinexact_nativegates_ibm_qiskit_opt0_20,20,407,EffectiveQM_abalation_bridge,579.0,239.4576,
qpeinexact_nativegates_ibm_qiskit_opt0_20,20,407,EffectiveQM,588.9,2266.289,
,,,,,,
qpeinexact_nativegates_ibm_qiskit_opt0_30,30,912,EffectiveQM_abalation_bridge,1350.0,968.0509999999998,
qpeinexact_nativegates_ibm_qiskit_opt0_30,30,912,EffectiveQM,1367.7,3603.898,
,,,,,,
qpeinexact_nativegates_ibm_qiskit_opt0_40,40,1617,EffectiveQM_abalation_bridge,2451.9,2378.897,
qpeinexact_nativegates_ibm_qiskit_opt0_40,40,1617,EffectiveQM,2544.9,3614.4370000000004,
,,,,,,
qpeinexact_nativegates_ibm_qiskit_opt0_50,50,2522,EffectiveQM_abalation_bridge,3969.3,3605.489,
