benchmark,qubits,gates,name,added gate,time(s),,Avg.,added gate,time(s)
,,,7,21723.66667,1093.240222,,,,
,,,9,22204.33333,866.2348889,,,,
,,,ILS,23413.8,119.1016,,,,
,,,,,,,,,
z4_268,11,1343,1,2416.666667,62.78533333,,,,
,,,3,1949.333333,62.63855556,,,,
,,,5,1842,76.30122222,,,,
,,,7,1831,86.50655556,,,,
,,,9,1816,94.787,,,,
,,,ILS,1929,12.2899,,,,
