benchmark,qubits,gates,name,added gate,time(s),,Avg.,added gate,time(s)
,,,,,,,,,
sym9_193,11,15232,ILS,2637.9,90.5698,,,,
,,,1,2055,588.6594444,,,,
,,,3,2022,520.8911111,,,,
,,,5,2001.333333,684.6494444,,,,
,,,7,1956,915.2766667,,,,
,,,9,1942,806.9826667,,,,
,,,,,,,,,
z4_268,11,1343,ILS,218.7,23.6782,,,,
,,,1,187.6666667,75.04655556,,,,
,,,3,186.6666667,66.65255556,,,,
,,,5,187.3333333,72.75755556,,,,
,,,7,188.6666667,98.00555556,,,,
,,,9,180,115.5537778,,,,
